Parameter:,Time,UAV.LATLON#0,UAV.LATLON#1,GPS.ALTITUDE,UAV.HEADING,GPS.SATS_IN_USE
Mnemonic:,,,,,,
Units:,sec,deg,deg,m,deg,
Desc'n:,,,,,,
Index #:,--------------------,--------------------,--------------------,--------------------,--------------------,--------------------
15842,32142.6,54.8393113,-4.9181623,103.6,66.5961,10
15843,32142.6,54.8393213,-4.9181367,103.6,66.5634,10
15844,32142.8,54.8393313,-4.9181117,103.7,66.47452,10
15845,32142.8,54.8393413,-4.9180861,103.7,66.31318,10
15846,37643,54.8393514,-4.9180611,103.9,66.10465,10
15847,37643,54.8393614,-4.9180355,103.9,65.91731,10
15848,32143.2,54.8393715,-4.9180104,103.9,65.74612,10
15849,32143.2,54.8393814,-4.9179847,103.9,65.53018,10
15850,32143.4,54.8393914,-4.9179596,104.1,65.39937,10
15851,32143.4,54.8394013,-4.9179339,104.1,65.42867,10
15852,32143.6,54.839411,-4.9179088,104.3,65.55592,10
15853,32143.6,54.8394209,-4.9178831,104.3,65.66534,10
15854,32143.8,54.8394308,-4.9178581,104.6,65.71712,10
15855,32143.8,54.8394406,-4.9178323,104.6,65.68835,10
15856,37644,54.8394506,-4.9178071,104.8,65.61596,10
15857,37644,54.8394604,-4.9177811,104.8,65.60644,10
15858,32144.2,54.8394705,-4.9177559,104.9,65.59991,10
15859,32144.2,54.8394803,-4.9177299,104.9,65.61908,10
15860,32144.4,54.8394905,-4.9177045,105,65.67164,10
15861,32144.4,54.8395004,-4.9176783,105,65.79093,10
15862,32144.6,54.8395104,-4.9176527,105.1,65.99168,10
15863,32144.6,54.8395203,-4.9176266,105.1,66.27077,10
15864,32144.8,54.8395306,-4.9176009,105.1,66.52872,10
15865,32144.8,54.8395405,-4.9175747,105.1,66.73698,10
15866,37645,54.8395508,-4.917549,105.1,66.88313,10
15867,37645,54.8395606,-4.9175227,105.1,66.94876,10
15868,32145.2,54.8395709,-4.9174968,105,66.96608,10
15869,32145.2,54.8395806,-4.9174703,105,66.95785,10
15870,32145.4,54.8395906,-4.9174443,104.9,66.95342,10
15871,32145.4,54.8396003,-4.9174176,104.9,67.09901,10
15872,32145.6,54.83961,-4.9173912,104.9,67.37751,10
15873,32145.6,54.8396196,-4.9173645,104.9,67.83897,10
15874,32145.8,54.8396294,-4.917338,104.8,68.4031,10
15875,32145.8,54.8396388,-4.9173111,104.8,68.99355,10
15876,37646,54.8396486,-4.9172844,104.7,69.46423,10
15877,37646,54.8396578,-4.9172575,104.7,69.86345,10
15878,32146.2,54.8396671,-4.9172301,104.7,70.18802,10
15879,32146.2,54.8396761,-4.9172031,104.7,70.55567,10
15880,32146.4,54.8396852,-4.9171759,104.7,70.84824,10
15881,32146.4,54.8396939,-4.9171486,104.7,71.13033,10
15882,32146.6,54.8397028,-4.9171212,104.7,71.51548,10
15883,32146.6,54.8397113,-4.917094,104.7,72.26611,10
15884,32146.8,54.8397198,-4.9170663,104.6,73.23635,10
15885,32146.8,54.839728,-4.917039,104.6,74.25566,10
15886,37647,54.8397365,-4.9170116,104.5,75.23293,10
15887,37647,54.8397444,-4.9169843,104.5,76.09135,10
15888,32147.2,54.8397523,-4.9169568,104.4,76.87024,10
15889,32147.2,54.8397597,-4.9169294,104.4,77.56524,10
15890,32147.4,54.8397673,-4.9169019,104.2,78.11542,10
15891,32147.4,54.839774,-4.9168744,104.2,78.55635,10
15892,32147.6,54.8397809,-4.916847,104.2,78.93756,10
15893,32147.6,54.8397873,-4.9168194,104.2,79.3808,10
15894,32147.8,54.8397934,-4.9167918,104.1,79.85788,10
15895,32147.8,54.8397994,-4.9167643,104.1,80.33298,10
15896,37648,54.8398049,-4.9167369,104.1,80.93418,10
15897,37648,54.8398105,-4.9167094,104.1,81.58762,10
15898,32148.2,54.8398158,-4.9166818,104.1,82.29514,10
15899,32148.2,54.8398209,-4.9166543,104.1,83.08298,10
15900,32148.4,54.8398256,-4.9166267,104.1,83.92331,10
15901,32148.4,54.8398303,-4.9165992,104.1,84.71898,10
15902,32148.6,54.8398346,-4.9165719,104,85.36951,10
15903,32148.6,54.8398388,-4.9165444,104,86.07443,10
15904,32148.8,54.8398426,-4.916517,104,86.89645,10
15905,32148.8,54.8398464,-4.9164895,104,87.73573,10
15906,37649,54.8398497,-4.9164623,103.9,88.53558,10
15907,37649,54.839853,-4.9164349,103.9,89.2808,10
15908,32149.2,54.8398557,-4.9164075,103.9,90.02549,10
15909,32149.2,54.8398584,-4.9163803,103.9,90.74331,10
15910,32149.4,54.8398605,-4.916353,103.9,91.51757,10
15911,32149.4,54.8398627,-4.9163259,103.9,92.31293,10
15912,32149.6,54.8398643,-4.9162989,103.9,93.07993,10
15913,32149.6,54.8398661,-4.9162718,103.9,93.72157,10
15914,32149.8,54.8398674,-4.916245,103.9,94.34527,10
15915,32149.8,54.8398687,-4.916218,103.9,94.92491,10
15916,37650,54.8398694,-4.9161914,103.9,95.44908,10
15917,37650,54.8398703,-4.9161645,103.9,95.96713,10
15918,32150.2,54.8398704,-4.9161379,103.8,96.60316,10
15919,32150.2,54.8398708,-4.9161112,103.8,97.24201,10
15920,32150.4,54.8398707,-4.9160847,103.7,97.90443,10
15921,32150.4,54.8398706,-4.916058,103.7,98.47241,10
15922,32150.6,54.83987,-4.9160318,103.6,98.99855,10
15923,32150.6,54.8398697,-4.9160054,103.6,99.66677,10
15924,32150.8,54.8398688,-4.9159792,103.4,100.2077,10
15925,32150.8,54.839868,-4.9159526,103.4,100.5736,10
15926,37651,54.8398667,-4.9159266,103.2,100.9604,10
15927,37651,54.8398656,-4.9159002,103.2,101.4687,10
15928,32151.2,54.8398639,-4.915874,103,101.8545,10
15929,32151.2,54.8398623,-4.9158477,103,102.3375,10
15930,32151.4,54.83986,-4.9158216,102.8,102.8455,10
15931,32151.4,54.839858,-4.9157955,102.8,103.5054,10
15932,32151.6,54.8398553,-4.9157696,102.7,104.2636,10
15933,32151.6,54.8398529,-4.9157436,102.7,105.0606,10
15934,32151.8,54.8398499,-4.915718,102.6,105.8957,10
15935,32151.8,54.8398472,-4.9156921,102.6,106.8469,10
15936,37652,54.8398443,-4.9156666,102.3,107.7264,10
15937,37652,54.8398412,-4.9156408,102.3,108.4571,10
15938,32152.2,54.8398376,-4.9156154,102.2,109.05,10
15939,32152.2,54.8398341,-4.9155898,102.2,109.5598,10
15940,32152.4,54.8398299,-4.9155646,102.1,109.9994,10
15941,32152.4,54.8398259,-4.9155393,102.1,110.3926,10
15942,32152.6,54.8398213,-4.9155144,102.1,110.7083,10
15943,32152.6,54.8398171,-4.9154892,102.1,111.09,10
15944,32152.8,54.8398123,-4.9154645,102.1,111.4708,10
15945,32152.8,54.8398077,-4.9154395,102.1,111.8188,10
15946,37653,54.8398028,-4.9154149,102.2,112.1444,10
15947,37653,54.8397981,-4.91539,102.2,112.4524,10
15948,32153.2,54.839793,-4.9153656,102.2,112.7751,10
15949,32153.2,54.839788,-4.915341,102.2,113.0746,10
15950,32153.4,54.8397827,-4.9153168,102.3,113.3651,10
15951,32153.4,54.8397774,-4.9152922,102.3,113.6465,10
15952,32153.6,54.8397719,-4.9152683,102.4,113.8647,10
15953,32153.6,54.8397664,-4.9152438,102.4,114.0438,10
15954,32153.8,54.8397609,-4.9152199,102.4,114.1588,10
15955,32153.8,54.8397551,-4.9151955,102.4,114.2433,10
15956,37654,54.8397492,-4.9151715,102.5,114.3377,10
15957,37654,54.8397432,-4.9151471,102.5,114.4914,10
15958,32154.2,54.8397371,-4.9151231,102.5,114.6948,10
15959,32154.2,54.8397309,-4.9150988,102.5,114.8828,10
15960,32154.4,54.8397248,-4.9150746,102.6,115.0885,10
15961,32154.4,54.8397185,-4.9150503,102.6,115.4008,10
15962,32154.6,54.8397123,-4.9150263,102.6,115.7518,10
15963,32154.6,54.8397058,-4.915002,102.6,116.1675,10
15964,32154.8,54.8396995,-4.9149778,102.6,116.5552,10
15965,32154.8,54.8396929,-4.9149535,102.6,116.8961,10
15966,37655,54.8396866,-4.9149293,102.6,117.1495,10
15967,37655,54.8396799,-4.9149051,102.6,117.3175,10
15968,32155.2,54.8396734,-4.9148806,102.5,117.3704,10
15969,32155.2,54.8396664,-4.9148564,102.5,117.3113,10
15970,32155.4,54.8396595,-4.9148321,102.5,117.2468,10
15971,32155.4,54.8396524,-4.9148078,102.5,117.2166,10
15972,32155.6,54.8396452,-4.9147836,102.5,117.2571,10
15973,32155.6,54.8396378,-4.9147595,102.5,117.3893,10
15974,32155.8,54.8396305,-4.9147353,102.6,117.6102,10
15975,32155.8,54.839623,-4.9147112,102.6,117.8599,10
15976,37656,54.8396157,-4.914687,102.6,118.0856,10
15977,37656,54.8396082,-4.9146629,102.6,118.2445,10
15978,32156.2,54.8396007,-4.9146385,102.6,118.3653,10
15979,32156.2,54.839593,-4.9146146,102.6,118.5185,10
15980,32156.4,54.8395854,-4.9145902,102.6,118.6459,10
15981,32156.4,54.8395776,-4.9145664,102.6,118.8045,10
15982,32156.6,54.8395696,-4.9145421,102.7,119.0009,10
15983,32156.6,54.8395617,-4.9145184,102.7,119.2307,10
15984,32156.8,54.8395539,-4.9144943,102.7,119.4472,10
15985,32156.8,54.8395459,-4.9144706,102.7,119.6464,10
15986,37657,54.839538,-4.9144465,102.7,119.8402,10
15987,37657,54.8395299,-4.914423,102.7,120.0111,10
15988,32157.2,54.8395219,-4.9143992,102.8,120.1513,10
15989,32157.2,54.8395137,-4.9143759,102.8,120.277,10
15990,32157.4,54.8395056,-4.9143523,102.9,120.4049,10
15991,32157.4,54.8394973,-4.9143292,102.9,120.5203,10
15992,32157.6,54.839489,-4.9143061,103,120.6513,10
15993,32157.6,54.8394806,-4.9142832,103,120.8748,10
15994,32157.8,54.8394721,-4.9142603,103.2,121.2126,10
15995,32157.8,54.8394636,-4.9142375,103.2,121.6197,10
15996,37658,54.8394553,-4.9142147,103.2,122.0741,10
15997,37658,54.8394466,-4.9141923,103.2,122.5492,10
15998,32158.2,54.8394382,-4.9141696,103.3,123.0031,10
15999,32158.2,54.8394294,-4.9141473,103.3,123.4882,10
16000,32158.4,54.8394206,-4.914125,103.3,123.9617,10
16001,32158.4,54.8394117,-4.9141031,103.3,124.4175,10
16002,32158.6,54.8394027,-4.9140812,103.4,124.8506,10
16003,32158.6,54.8393936,-4.9140597,103.4,125.3745,10
16004,32158.8,54.8393845,-4.9140381,103.5,125.9313,10
16005,32158.8,54.8393751,-4.9140168,103.5,126.4435,10
16006,37659,54.8393661,-4.9139956,103.5,126.8972,10
16007,37659,54.8393565,-4.9139748,103.5,127.3161,10
16008,32159.2,54.839347,-4.9139541,103.6,127.6241,10
16009,32159.2,54.8393373,-4.9139335,103.6,127.9278,10
16010,32159.4,54.8393274,-4.9139133,103.7,128.2567,10
16011,32159.4,54.8393175,-4.913893,103.7,128.6905,10
16012,32159.6,54.8393076,-4.9138732,103.7,129.1857,10
16013,32159.6,54.8392974,-4.9138533,103.7,129.688,10
16014,32159.8,54.8392874,-4.9138337,103.8,130.1663,10
16015,32159.8,54.839277,-4.9138142,103.8,130.709,10
16016,37760,54.8392667,-4.913795,103.8,131.2621,10
16017,37760,54.839256,-4.9137758,103.8,131.8253,10
16018,32160.2,54.8392454,-4.9137569,103.8,132.3228,10
16019,32160.2,54.8392344,-4.9137381,103.8,132.8058,10
16020,32160.4,54.8392234,-4.9137195,103.8,133.3313,10
16021,32160.4,54.8392122,-4.9137011,103.8,133.8793,10
16022,32160.6,54.8392011,-4.9136832,103.7,134.4106,10
16023,32160.6,54.8391897,-4.913665,103.7,134.9621,10
16024,32160.8,54.839178,-4.9136473,103.7,135.535,10
16025,32160.8,54.8391664,-4.9136294,103.7,136.0785,10
16026,37761,54.8391548,-4.9136118,103.6,136.4399,10
16027,37761,54.8391429,-4.9135945,103.6,136.7083,10
16028,32161.2,54.839131,-4.9135774,103.5,136.8069,10
16029,32161.2,54.8391188,-4.9135605,103.5,136.8559,10
16030,32161.4,54.8391063,-4.9135441,103.5,137.0482,10
16031,32161.4,54.839094,-4.9135277,103.5,137.3857,10
16032,32161.6,54.8390813,-4.9135118,103.5,137.8498,10
16033,32161.6,54.8390687,-4.9134958,103.5,138.4378,10
16034,32161.8,54.8390559,-4.9134801,103.5,139.1172,10
16035,32161.8,54.8390431,-4.9134646,103.5,139.8706,10
16036,37762,54.8390302,-4.9134495,103.5,140.6395,10
16037,37762,54.8390172,-4.9134345,103.5,141.3259,10
16038,32162.2,54.8390041,-4.9134195,103.4,141.904,10
16039,32162.2,54.8389909,-4.913405,103.4,142.4629,10
16040,32162.4,54.8389773,-4.9133908,103.5,142.955,10
16041,32162.4,54.8389638,-4.9133768,103.5,143.3908,10
16042,32162.6,54.8389501,-4.9133633,103.5,143.7122,10
16043,32162.6,54.8389364,-4.9133498,103.5,144.0279,10
16044,32162.8,54.8389222,-4.9133369,103.5,144.3881,10
16045,32162.8,54.8389082,-4.9133238,103.5,144.7322,10
16046,37763,54.838894,-4.9133113,103.6,145.0929,10
16047,37763,54.8388798,-4.9132986,103.6,145.4786,10
16048,32163.2,54.8388654,-4.9132865,103.5,145.9774,10
16049,32163.2,54.8388509,-4.9132743,103.5,146.5975,10
16050,32163.4,54.8388362,-4.9132626,103.6,147.2757,10
16051,32163.4,54.8388215,-4.9132508,103.6,147.9967,10
16052,32163.6,54.8388066,-4.9132393,103.5,148.6398,10
16053,32163.6,54.8387918,-4.9132279,103.5,149.326,10
16054,32163.8,54.8387766,-4.913217,103.5,149.9306,10
16055,32163.8,54.8387616,-4.913206,103.5,150.6057,10
16056,37764,54.8387465,-4.9131953,103.4,151.1558,10
16057,37764,54.8387313,-4.9131849,103.4,151.6029,10
16058,32164.2,54.8387157,-4.9131746,103.4,151.9644,10
16059,32164.2,54.8387003,-4.9131647,103.4,152.3185,10
16060,32164.4,54.8386844,-4.913155,103.3,152.6524,10
16061,32164.4,54.8386688,-4.9131455,103.3,153.0342,10
16062,32164.6,54.8386529,-4.9131363,103.3,153.382,10
16063,32164.6,54.8386371,-4.9131272,103.3,153.7646,10
16064,32164.8,54.838621,-4.9131185,103.3,154.1842,10
16065,32164.8,54.8386051,-4.9131098,103.3,154.5799,10
16066,37765,54.8385891,-4.9131015,103.3,155.0181,10
16067,37765,54.8385731,-4.9130932,103.3,155.5005,10
16068,32165.2,54.8385568,-4.9130853,103.3,156.0581,10
16069,32165.2,54.8385406,-4.9130775,103.3,156.6074,10
16070,32165.4,54.8385245,-4.91307,103.3,157.1745,10
16071,32165.4,54.8385081,-4.9130627,103.3,157.7055,10
16072,32165.6,54.8384916,-4.9130556,103.3,158.2401,10
16073,32165.6,54.8384752,-4.9130489,103.3,158.744,10
16074,32165.8,54.8384586,-4.9130425,103.4,159.1881,10
16075,32165.8,54.8384421,-4.9130363,103.4,159.66,10
16076,37766,54.8384253,-4.9130304,103.4,160.1525,10
16077,37766,54.8384085,-4.9130248,103.4,160.5888,10
16078,32166.2,54.8383917,-4.9130196,103.4,161.0166,10
16079,32166.2,54.8383749,-4.9130145,103.4,161.502,10
16080,32166.4,54.838358,-4.9130098,103.5,161.9606,10
16081,32166.4,54.838341,-4.9130051,103.5,162.4249,10
16082,32166.6,54.8383239,-4.9130008,103.6,162.8235,10
16083,32166.6,54.8383068,-4.9129966,103.6,163.1875,10
16084,32166.8,54.8382898,-4.9129927,103.6,163.5912,10
16085,32166.8,54.8382724,-4.912989,103.6,164.0314,10
16086,37767,54.8382554,-4.9129854,103.5,164.4018,10
16087,37767,54.8382381,-4.9129822,103.5,164.7595,10
16088,32167.2,54.8382206,-4.9129792,103.4,165.0666,10
16089,32167.2,54.8382032,-4.9129765,103.4,165.4099,10
16090,32167.4,54.8381856,-4.9129742,103.4,165.7844,10
16091,32167.4,54.8381681,-4.912972,103.4,166.2213,10
16092,32167.6,54.8381504,-4.9129702,103.4,166.6848,10
16093,32167.6,54.8381327,-4.9129686,103.4,167.1226,10
16094,32167.8,54.8381149,-4.9129673,103.4,167.5275,10
16095,32167.8,54.8380972,-4.9129663,103.4,167.9824,10
16096,37768,54.8380794,-4.9129662,103.4,168.4892,10
16097,37768,54.8380616,-4.9129657,103.4,169.0335,10
16098,32168.2,54.8380439,-4.9129657,103.4,169.5572,10
16099,32168.2,54.838026,-4.9129659,103.4,170.024,10
16100,32168.4,54.8380081,-4.9129666,103.5,170.5356,10
16101,32168.4,54.8379902,-4.9129673,103.5,171.0716,10
16102,32168.6,54.8379724,-4.9129686,103.5,171.5774,10
16103,32168.6,54.8379544,-4.9129699,103.5,172.0847,10
16104,32168.8,54.8379365,-4.9129717,103.5,172.609,10
16105,32168.8,54.8379184,-4.9129735,103.5,173.0801,10
16106,37769,54.8379005,-4.9129759,103.5,173.4417,10
16107,37769,54.8378824,-4.9129782,103.5,173.8283,10
16108,32169.2,54.8378644,-4.9129813,103.5,174.3238,10
16109,32169.2,54.8378462,-4.9129842,103.5,174.9125,10
16110,32169.4,54.8378282,-4.9129877,103.5,175.5993,10
16111,32169.4,54.83781,-4.9129911,103.5,176.3779,10
16112,32169.6,54.837792,-4.9129951,103.4,177.1169,10
16113,32169.6,54.8377738,-4.9129991,103.4,177.8796,10
16114,32169.8,54.8377558,-4.9130036,103.3,178.6976,10
16115,32169.8,54.8377376,-4.9130083,103.3,179.5826,10
16116,37770,54.8377195,-4.9130133,103.2,180.4167,10
16117,37770,54.8377013,-4.9130188,103.2,181.1104,10
16118,32170.2,54.837683,-4.9130246,103.1,181.6765,10
16119,32170.2,54.8376647,-4.913031,103.1,182.1887,10
16120,32170.4,54.8376464,-4.9130375,103.1,182.6425,10
16121,32170.4,54.8376282,-4.9130446,103.1,183.0041,10
16122,32170.6,54.8376098,-4.9130523,103.1,183.2219,10
16123,32170.6,54.8375916,-4.9130601,103.1,183.4792,10
16124,32170.8,54.8375735,-4.9130688,103.1,183.7997,10
16125,32170.8,54.8375553,-4.9130771,103.1,184.1328,10
16126,37771,54.8375373,-4.9130864,103,184.4796,10
16127,37771,54.8375191,-4.9130954,103,184.8957,10
16128,32171.2,54.837501,-4.9131051,102.9,185.361,10
16129,32171.2,54.8374829,-4.9131148,102.9,185.9512,10
16130,32171.4,54.8374648,-4.9131251,102.8,186.631,10
16131,32171.4,54.8374466,-4.9131355,102.8,187.3651,10
16132,32171.6,54.8374285,-4.9131464,102.6,188.2077,10
16133,32171.6,54.8374103,-4.9131575,102.6,189.0992,10
16134,32171.8,54.8373922,-4.913169,102.5,190.0058,10
16135,32171.8,54.8373741,-4.913181,102.5,190.8587,10
16136,37772,54.8373559,-4.9131934,102.4,191.722,10
16137,37772,54.8373378,-4.9132061,102.4,192.542,10
16138,32172.2,54.8373197,-4.9132195,102.3,193.302,10
16139,32172.2,54.8373018,-4.913233,102.3,194.0241,10
16140,32172.4,54.8372839,-4.9132472,102.2,194.6503,10
16141,32172.4,54.8372659,-4.9132617,102.2,195.22,10
16142,32172.6,54.8372481,-4.913277,102.3,195.7133,10
16143,32172.6,54.8372303,-4.9132922,102.3,196.1902,10
16144,32172.8,54.8372127,-4.9133083,102.3,196.8078,10
16145,32172.8,54.8371949,-4.9133242,102.3,197.4871,10
16146,37773,54.8371774,-4.9133409,102.2,198.1281,10
16147,37773,54.8371598,-4.9133579,102.2,198.6728,10
16148,32173.2,54.8371423,-4.9133754,102.2,199.2325,10
16149,32173.2,54.8371248,-4.9133931,102.2,199.7892,10
16150,32173.4,54.8371073,-4.9134115,102.2,200.3674,10
16151,32173.4,54.83709,-4.9134299,102.2,201.0144,10
16152,32173.6,54.8370727,-4.9134495,102.3,201.7085,10
16153,32173.6,54.8370555,-4.9134686,102.3,202.4337,10
16154,32173.8,54.8370385,-4.9134887,102.3,203.3075,10
16155,32173.8,54.8370213,-4.9135086,102.3,204.2214,10
16156,37774,54.8370046,-4.913529,102.2,205.1062,10
16157,37774,54.8369876,-4.9135498,102.2,205.9685,10
16158,32174.2,54.836971,-4.9135711,102.1,206.7028,10
16159,32174.2,54.8369541,-4.9135929,102.1,207.4834,10
16160,32174.4,54.8369375,-4.9136155,102,208.2006,10
16161,32174.4,54.8369208,-4.9136382,102,208.8345,10
16162,32174.6,54.8369043,-4.9136619,102,209.4073,10
16163,32174.6,54.8368878,-4.9136854,102,210.037,10
16164,32174.8,54.8368714,-4.91371,102.1,210.6997,10
16165,32174.8,54.836855,-4.9137343,102.1,211.28,10
16166,37775,54.8368388,-4.9137596,102.1,211.8033,10
16167,37775,54.8368227,-4.9137847,102.1,212.2353,10
16168,32175.2,54.8368065,-4.9138106,102.1,212.6712,10
16169,32175.2,54.8367905,-4.9138364,102.1,213.1758,10
16170,32175.4,54.8367747,-4.9138633,102.1,213.7814,10
16171,32175.4,54.8367589,-4.9138898,102.1,214.4764,10
16172,32175.6,54.8367435,-4.9139169,102,215.3098,10
16173,32175.6,54.8367278,-4.913944,102,216.3503,10
16174,32175.8,54.8367124,-4.9139721,101.9,217.6162,10
16175,32175.8,54.836697,-4.9139997,101.9,219.0765,10
16176,37776,54.8366816,-4.9140281,101.8,220.5598,10
16177,37776,54.8366665,-4.9140567,101.8,221.7742,10
16178,32176.2,54.8366512,-4.914085,101.7,222.5893,10
16179,32176.2,54.8366365,-4.9141146,101.7,223.3426,10
16180,32176.4,54.8366214,-4.9141446,101.7,223.9948,10
16181,32176.4,54.8366071,-4.914175,101.7,224.3855,10
16182,32176.6,54.8365925,-4.9142061,101.8,224.7535,10
16183,32176.6,54.8365786,-4.9142373,101.8,225.4485,10
16184,32176.8,54.8365647,-4.9142698,101.9,226.2434,10
16185,32176.8,54.8365512,-4.9143017,101.9,227.0082,10
16186,37777,54.8365379,-4.9143347,102.1,227.7545,10
16187,37777,54.8365247,-4.9143672,102.1,228.5794,10
16188,32177.2,54.836512,-4.9144011,102.2,229.3959,10
16189,32177.2,54.8364992,-4.9144343,102.2,230.2571,10
16190,32177.4,54.836487,-4.9144687,102.3,231.0977,10
16191,32177.4,54.8364747,-4.9145026,102.3,231.8488,10
16192,32177.6,54.8364629,-4.9145376,102.5,232.608,10
16193,32177.6,54.836451,-4.9145721,102.5,233.5435,10
16194,32177.8,54.8364398,-4.9146076,102.6,234.6404,10
16195,32177.8,54.8364284,-4.9146428,102.6,235.8163,10
16196,37778,54.8364175,-4.9146787,102.7,237.0852,10
16197,37778,54.8364064,-4.9147145,102.7,238.5286,10
16198,32178.2,54.836396,-4.9147512,102.8,239.9936,10
16199,32178.2,54.8363856,-4.9147878,102.8,241.2226,10
16200,32178.4,54.8363755,-4.9148246,102.9,242.2219,10
16201,32178.4,54.8363657,-4.914862,102.9,243.1343,10
16202,32178.6,54.8363562,-4.9149,103,243.8358,10
16203,32178.6,54.8363469,-4.914938,103,244.505,10
16204,32178.8,54.8363383,-4.9149768,103.1,245.3913,10
16205,32178.8,54.8363295,-4.9150156,103.1,246.3279,10
16206,37779,54.8363211,-4.9150547,103.1,247.0442,10
16207,37779,54.8363129,-4.9150942,103.1,247.5956,10
16208,32179.2,54.8363053,-4.9151344,103.2,248.0953,10
16209,32179.2,54.8362976,-4.9151745,103.2,248.5283,10
16210,32179.4,54.8362907,-4.9152155,103.3,249.0056,10
16211,32179.4,54.8362835,-4.9152561,103.3,249.6308,10
16212,32179.6,54.8362773,-4.9152976,103.3,250.573,10
16213,32179.6,54.8362706,-4.9153386,103.3,251.7604,10
16214,32179.8,54.8362647,-4.9153803,103.3,253.0659,10
16215,32179.8,54.8362584,-4.9154216,103.3,254.4118,10
16216,37780,54.8362529,-4.9154635,103.3,255.7973,10
16217,37780,54.8362472,-4.9155052,103.3,257.2452,10
16218,32180.2,54.836242,-4.9155471,103.2,258.5511,10
16219,32180.2,54.836237,-4.9155895,103.2,259.6693,10
16220,32180.4,54.8362324,-4.9156321,103.1,260.6302,10
16221,32180.4,54.8362283,-4.9156749,103.1,261.5045,10
16222,32180.6,54.8362244,-4.9157179,103.1,262.1754,10
16223,32180.6,54.836221,-4.915761,103.1,262.9616,10
16224,32180.8,54.8362182,-4.9158047,103.2,263.8048,10
16225,32180.8,54.8362154,-4.9158481,103.2,264.8322,10
16226,37781,54.8362135,-4.9158924,103.2,265.9136,10
16227,37781,54.8362114,-4.915936,103.2,266.9307,10
16228,32181.2,54.8362101,-4.9159804,103.3,268.0759,10
16229,32181.2,54.8362087,-4.9160242,103.3,269.1558,10
16230,32181.4,54.8362081,-4.9160687,103.2,270.1634,10
16231,32181.4,54.8362075,-4.9161127,103.2,271.1367,10
16232,32181.6,54.8362077,-4.9161572,103.2,272.1049,10
16233,32181.6,54.8362078,-4.9162012,103.2,273.0987,10
16234,32181.8,54.8362088,-4.9162458,103.1,274.1058,10
16235,32181.8,54.8362096,-4.9162898,103.1,275.1809,10
16236,37782,54.8362113,-4.9163346,103,276.2443,10
16237,37782,54.836213,-4.9163787,103,277.1844,10
16238,32182.2,54.8362155,-4.9164229,102.9,277.9962,10
16239,32182.2,54.8362179,-4.916467,102.9,278.9063,10
16240,32182.4,54.8362214,-4.9165115,102.8,280.0484,10
16241,32182.4,54.8362246,-4.9165555,102.8,281.2734,10
16242,32182.6,54.8362288,-4.9165998,102.8,282.5042,10
16243,32182.6,54.8362327,-4.9166436,102.8,283.8892,10
16244,32182.8,54.8362378,-4.9166872,102.8,285.2312,10
