Parameter:,Time,UAV.LATLON#0,UAV.LATLON#1,GPS.ALTITUDE,UAV.HEADING,GPS.SATS_IN_USE
Mnemonic:,,,,,,
Units:,sec,deg,deg,m,deg,
Desc'n:,,,,,,
Index #:,--------------------,--------------------,--------------------,--------------------,--------------------,--------------------
7478,31306.2,54.8391545,-4.9184205,107.7,58.19775,10
7479,31306.2,54.8391686,-4.9183982,107.7,58.89777,10
7480,31306.4,54.8391823,-4.9183764,107.8,59.36939,10
7481,31306.4,54.8391959,-4.9183537,107.8,59.77049,10
7482,31306.6,54.8392092,-4.9183313,107.9,60.20354,10
7483,31306.6,54.8392227,-4.9183083,107.9,60.83105,10
7484,31306.8,54.8392357,-4.9182857,108,61.51593,10
7485,31306.8,54.8392488,-4.9182624,108,62.14804,10
7486,35407,54.8392617,-4.9182396,108.1,62.61401,10
7487,35407,54.8392745,-4.918216,108.1,62.95529,10
7488,31307.2,54.8392869,-4.9181929,108.3,63.15943,10
7489,31307.2,54.8392994,-4.9181689,108.3,63.36272,10
7490,31307.4,54.8393114,-4.9181457,108.5,63.47076,10
7491,31307.4,54.8393237,-4.9181215,108.5,63.50726,10
7492,31307.6,54.8393354,-4.9180977,108.6,63.66661,10
7493,31307.6,54.8393474,-4.9180733,108.6,64.03999,10
7494,31307.8,54.8393588,-4.9180492,108.7,64.43782,10
7495,31307.8,54.8393706,-4.9180246,108.7,65.11376,10
7496,35408,54.8393819,-4.9180005,108.8,65.86216,10
7497,35408,54.8393935,-4.9179757,108.8,66.59915,10
7498,31308.2,54.8394048,-4.9179515,108.9,67.25408,10
7499,31308.2,54.8394162,-4.9179265,108.9,67.78715,10
7500,31308.4,54.8394273,-4.9179023,108.9,68.23759,10
7501,31308.4,54.8394383,-4.9178771,108.9,68.54861,10
7502,31308.6,54.8394492,-4.9178525,108.9,68.71825,10
7503,31308.6,54.8394599,-4.9178271,108.9,68.97672,10
7504,31308.8,54.8394703,-4.9178024,108.9,69.32973,10
7505,31308.8,54.8394808,-4.9177769,108.9,69.69463,10
7506,35409,54.8394911,-4.9177519,108.8,69.99152,10
7507,35409,54.8395013,-4.9177262,108.8,70.19902,10
7508,31309.2,54.8395113,-4.917701,108.8,70.32975,10
7509,31309.2,54.8395212,-4.9176751,108.8,70.464,10
7510,31309.4,54.8395308,-4.9176497,108.8,70.60107,10
7511,31309.4,54.8395404,-4.9176237,108.8,70.75161,10
7512,31309.6,54.8395497,-4.9175983,108.9,71.01703,10
7513,31309.6,54.8395591,-4.9175723,108.9,71.39172,10
7514,31309.8,54.8395682,-4.9175467,109,71.84042,10
7515,31309.8,54.8395772,-4.9175206,109,72.36014,10
7516,35410,54.839586,-4.917495,109.1,72.96182,10
7517,35410,54.8395949,-4.9174688,109.1,73.63971,10
7518,31310.2,54.8396036,-4.9174429,109.1,74.25336,10
7519,31310.2,54.8396121,-4.9174165,109.1,74.76031,10
7520,31310.4,54.8396205,-4.9173906,109.2,75.17855,10
7521,31310.4,54.8396288,-4.917364,109.2,75.49107,10
7522,31310.6,54.8396367,-4.9173379,109.2,75.69343,10
7523,31310.6,54.8396447,-4.9173112,109.2,75.90543,10
7524,31310.8,54.8396524,-4.9172849,109.3,76.07892,10
7525,31310.8,54.8396601,-4.9172579,109.3,76.20621,10
7526,35411,54.8396674,-4.9172314,109.3,76.34903,10
7527,35411,54.8396748,-4.9172042,109.3,76.58985,10
7528,31311.2,54.8396818,-4.9171775,109.4,76.96438,10
7529,31311.2,54.8396889,-4.9171503,109.4,77.45172,10
7530,31311.4,54.8396956,-4.9171233,109.4,78.06045,10
7531,31311.4,54.8397024,-4.9170959,109.4,78.69856,10
7532,31311.6,54.8397087,-4.9170689,109.5,79.30412,10
7533,31311.6,54.8397152,-4.9170415,109.5,79.92507,10
7534,31311.8,54.8397212,-4.9170144,109.6,80.55276,10
7535,31311.8,54.8397274,-4.9169869,109.6,81.19244,10
7536,35412,54.8397332,-4.9169597,109.6,81.77951,10
7537,35412,54.8397389,-4.9169321,109.6,82.41568,10
7538,31312.2,54.8397445,-4.9169046,109.6,83.07076,10
7539,31312.2,54.8397497,-4.9168767,109.6,83.65423,10
7540,31312.4,54.8397548,-4.9168493,109.6,84.22095,10
7541,31312.4,54.8397597,-4.9168214,109.6,84.81129,10
7542,31312.6,54.8397642,-4.9167936,109.6,85.38027,10
7543,31312.6,54.8397688,-4.9167657,109.6,85.93926,10
7544,31312.8,54.8397728,-4.9167379,109.6,86.45923,10
7545,31312.8,54.8397769,-4.9167098,109.6,86.98289,10
7546,35413,54.8397806,-4.9166819,109.7,87.46451,10
7547,35413,54.8397843,-4.9166537,109.7,87.84492,10
7548,31313.2,54.8397874,-4.9166256,109.7,88.34171,10
7549,31313.2,54.8397907,-4.9165972,109.7,89.07581,10
7550,31313.4,54.8397937,-4.916569,109.7,89.82648,10
7551,31313.4,54.8397966,-4.9165405,109.7,90.6787,10
7552,31313.6,54.8397992,-4.9165121,109.7,91.5271,10
7553,31313.6,54.8398018,-4.9164836,109.7,92.32877,10
7554,31313.8,54.839804,-4.9164551,109.6,92.96195,10
7555,31313.8,54.8398061,-4.9164263,109.6,93.35889,10
7556,35414,54.8398078,-4.9163977,109.5,93.69831,10
7557,35414,54.8398095,-4.9163688,109.5,94.07126,10
7558,31314.2,54.8398107,-4.9163399,109.4,94.51955,10
7559,31314.2,54.8398119,-4.916311,109.4,94.96539,10
7560,31314.4,54.8398129,-4.916282,109.3,95.44811,10
7561,31314.4,54.8398138,-4.9162529,109.3,95.93565,10
7562,31314.6,54.8398141,-4.9162237,109.2,96.44531,10
7563,31314.6,54.8398147,-4.9161945,109.2,96.96412,10
7564,31314.8,54.8398147,-4.916165,109.1,97.52351,10
7565,31314.8,54.8398149,-4.9161357,109.1,98.04868,10
7566,35415,54.8398148,-4.9161064,109,98.46796,10
7567,35415,54.8398145,-4.9160769,109,98.77858,10
7568,31315.2,54.8398139,-4.9160471,108.9,99.13601,10
7569,31315.2,54.8398133,-4.9160177,108.9,99.50417,10
7570,31315.4,54.839812,-4.9159879,108.8,99.99594,10
7571,31315.4,54.8398111,-4.9159585,108.8,100.4926,10
7572,31315.6,54.8398097,-4.9159288,108.8,101.0303,10
7573,31315.6,54.8398085,-4.9158994,108.8,101.5366,10
7574,31315.8,54.8398068,-4.9158697,108.7,102.0044,10
7575,31315.8,54.8398054,-4.9158406,108.7,102.5784,10
7576,35416,54.8398035,-4.9158112,108.7,103.1777,10
7577,35416,54.8398019,-4.9157821,108.7,103.7668,10
7578,31316.2,54.8397998,-4.915753,108.6,104.3854,10
7579,31316.2,54.8397978,-4.9157241,108.6,105.0222,10
7580,31316.4,54.8397956,-4.9156951,108.5,105.6451,10
7581,31316.4,54.8397934,-4.9156663,108.5,106.2313,10
7582,31316.6,54.8397908,-4.9156377,108.5,106.6954,10
7583,31316.6,54.8397883,-4.9156091,108.5,107.1323,10
7584,31316.8,54.8397856,-4.9155807,108.5,107.4909,10
7585,31316.8,54.8397828,-4.9155522,108.5,107.6899,10
7586,35417,54.8397798,-4.9155237,108.5,107.6877,10
7587,35417,54.8397766,-4.9154956,108.5,107.5834,10
7588,31317.2,54.8397733,-4.9154676,108.5,107.46,10
7589,31317.2,54.8397698,-4.9154396,108.5,107.3869,10
7590,31317.4,54.8397662,-4.915412,108.5,107.4619,10
7591,31317.4,54.8397625,-4.9153842,108.5,107.7167,10
7592,31317.6,54.8397584,-4.9153568,108.6,108.0962,10
7593,31317.6,54.8397545,-4.9153292,108.6,108.6736,10
7594,31317.8,54.8397503,-4.915302,108.6,109.3607,10
7595,31317.8,54.8397463,-4.9152746,108.6,110.0843,10
7596,35418,54.839742,-4.9152476,108.6,110.7361,10
7597,35418,54.8397377,-4.9152203,108.6,111.3116,10
7598,31318.2,54.8397331,-4.9151937,108.6,111.801,11
7599,31318.2,54.8397285,-4.9151667,108.6,112.1874,11
7600,31318.4,54.8397238,-4.9151399,108.6,112.6207,11
7601,31318.4,54.8397187,-4.9151133,108.6,113.0683,11
7602,31318.6,54.8397135,-4.915087,108.6,113.2227,11
7603,31318.6,54.8397082,-4.9150606,108.6,113.4205,11
7604,31318.8,54.8397027,-4.9150347,108.6,113.7607,11
7605,31318.8,54.8396972,-4.9150085,108.6,114.2747,11
7606,35419,54.8396916,-4.9149829,108.6,114.8514,11
7607,35419,54.8396857,-4.9149568,108.6,115.2036,11
7608,31319.2,54.8396797,-4.9149315,108.5,115.4408,11
7609,31319.2,54.8396735,-4.9149055,108.5,115.6917,11
7610,31319.4,54.8396672,-4.9148803,108.4,115.9073,11
7611,31319.4,54.8396606,-4.9148545,108.4,116.0536,11
7612,31319.6,54.839654,-4.9148293,108.3,116.2308,11
7613,31319.6,54.8396472,-4.9148037,108.3,116.5419,11
7614,31319.8,54.8396402,-4.9147788,108.2,116.9619,11
7615,31319.8,54.8396332,-4.9147534,108.2,117.5588,11
7616,35520,54.839626,-4.9147285,108.1,118.1564,11
7617,35520,54.8396188,-4.9147035,108.1,118.7888,11
7618,31320.2,54.8396114,-4.9146786,108,119.3768,11
7619,31320.2,54.839604,-4.9146538,108,119.9177,11
7620,31320.4,54.8395963,-4.9146291,107.9,120.4215,11
7621,31320.4,54.8395886,-4.9146046,107.9,120.882,11
7622,31320.6,54.8395808,-4.9145804,107.8,121.2021,11
7623,31320.6,54.8395728,-4.9145562,107.8,121.4964,11
7624,31320.8,54.8395647,-4.9145323,107.8,121.8527,11
7625,31320.8,54.8395564,-4.9145084,107.8,122.0972,11
7626,35521,54.8395481,-4.9144848,107.8,122.3204,11
7627,35521,54.8395395,-4.9144611,107.8,122.5473,11
7628,31321.2,54.8395311,-4.9144375,107.7,122.7725,11
7629,31321.2,54.8395223,-4.914414,107.7,123.0388,11
7630,31321.4,54.8395135,-4.9143905,107.6,123.3952,11
7631,31321.4,54.8395046,-4.9143672,107.6,123.8243,11
7632,31321.6,54.8394954,-4.9143443,107.6,124.2434,11
7633,31321.6,54.8394863,-4.9143212,107.6,124.7812,11
7634,31321.8,54.8394769,-4.9142986,107.6,125.372,11
7635,31321.8,54.8394676,-4.9142758,107.6,126.0197,11
7636,35522,54.8394582,-4.9142535,107.5,126.5703,11
7637,35522,54.8394487,-4.9142309,107.5,127.0966,11
7638,31322.2,54.8394389,-4.9142089,107.6,127.6286,11
7639,31322.2,54.8394291,-4.9141866,107.6,128.0417,11
7640,31322.4,54.8394192,-4.9141648,107.6,128.4232,11
7641,31322.4,54.8394092,-4.9141428,107.6,128.7397,11
7642,31322.6,54.839399,-4.9141214,107.6,129.0352,11
7643,31322.6,54.8393887,-4.9140997,107.6,129.4103,11
7644,31322.8,54.8393783,-4.914078,107.6,129.8884,11
7645,31322.8,54.8393678,-4.9140565,107.6,130.3299,11
7646,35523,54.8393573,-4.9140351,107.5,130.7247,11
7647,35523,54.8393465,-4.9140138,107.5,131.1443,11
7648,31323.2,54.8393357,-4.9139925,107.4,131.5793,11
7649,31323.2,54.8393246,-4.9139716,107.4,131.9838,11
7650,31323.4,54.8393135,-4.9139508,107.4,132.4374,11
7651,31323.4,54.8393023,-4.9139301,107.4,132.9534,11
7652,31323.6,54.8392908,-4.9139094,107.3,133.6146,11
7653,31323.6,54.8392793,-4.9138889,107.3,134.3772,11
7654,31323.8,54.8392679,-4.9138685,107.3,135.0224,11
7655,31323.8,54.8392561,-4.9138484,107.3,135.7448,11
7656,35524,54.8392445,-4.9138282,107.3,136.3506,11
7657,35524,54.8392325,-4.9138085,107.3,136.8174,11
7658,31324.2,54.8392206,-4.9137888,107.3,137.2225,11
7659,31324.2,54.8392083,-4.9137696,107.3,137.5127,11
7660,31324.4,54.8391959,-4.9137502,107.5,137.7662,11
7661,31324.4,54.8391834,-4.9137315,107.5,137.9946,11
7662,31324.6,54.8391708,-4.9137132,107.7,138.193,11
7663,31324.6,54.8391581,-4.9136949,107.7,138.5608,11
7664,31324.8,54.8391452,-4.9136769,107.9,139.0242,11
7665,31324.8,54.8391324,-4.9136588,107.9,139.3887,11
7666,35525,54.8391195,-4.9136409,108,139.6609,11
7667,35525,54.8391064,-4.9136233,108,139.8832,11
7668,31325.2,54.8390933,-4.9136058,108.1,140.0475,11
7669,31325.2,54.8390801,-4.9135884,108.1,140.2248,11
7670,31325.4,54.8390668,-4.9135716,108.3,140.3749,11
7671,31325.4,54.8390535,-4.9135546,108.3,140.5866,11
7672,31325.6,54.8390401,-4.9135378,108.3,140.8242,11
7673,31325.6,54.8390265,-4.9135211,108.3,141.0269,11
7674,31325.8,54.8390131,-4.9135049,108.3,141.1935,11
7675,31325.8,54.8389993,-4.9134885,108.3,141.5528,11
7676,35526,54.8389856,-4.9134729,108.3,142.0877,11
7677,35526,54.8389717,-4.9134568,108.3,142.7469,11
7678,31326.2,54.8389578,-4.9134413,108.3,143.5083,11
7679,31326.2,54.8389436,-4.9134256,108.3,144.3268,11
7680,31326.4,54.8389297,-4.9134102,108.2,145.1643,11
7681,31326.4,54.8389153,-4.913395,108.2,145.9312,11
7682,31326.6,54.8389011,-4.91338,108.1,146.6213,11
7683,31326.6,54.8388866,-4.9133652,108.1,147.1441,11
7684,31326.8,54.838872,-4.9133508,108,147.6208,11
7685,31326.8,54.8388571,-4.9133366,108,148.0396,11
7686,35527,54.8388424,-4.9133226,108,148.2427,11
7687,35527,54.8388273,-4.9133089,108,148.3131,11
7688,31327.2,54.838812,-4.9132953,108,148.4119,11
7689,31327.2,54.8387966,-4.913282,108,148.5849,11
7690,31327.4,54.8387812,-4.9132692,108.1,148.8354,11
7691,31327.4,54.8387657,-4.9132563,108.1,149.0835,11
7692,31327.6,54.8387499,-4.9132437,108.1,149.5181,11
7693,31327.6,54.8387342,-4.9132311,108.1,150.0975,11
7694,31327.8,54.8387186,-4.913219,108.1,150.713,11
7695,31327.8,54.8387028,-4.9132068,108.1,151.2827,11
7696,35528,54.8386869,-4.9131949,108.1,151.8603,11
7697,35528,54.8386708,-4.9131833,108.1,152.3631,11
7698,31328.2,54.8386546,-4.9131722,108,152.8415,11
7699,31328.2,54.8386385,-4.9131611,108,153.3575,11
7700,31328.4,54.838622,-4.9131505,107.9,153.805,11
7701,31328.4,54.8386055,-4.9131399,107.9,154.2097,11
7702,31328.6,54.8385889,-4.9131295,107.7,154.589,11
7703,31328.6,54.8385723,-4.9131195,107.7,155.1272,11
7704,31328.8,54.8385557,-4.9131095,107.6,155.5915,11
7705,31328.8,54.8385389,-4.9131001,107.6,156.0498,11
7706,35529,54.8385216,-4.913091,107.6,156.7948,11
7707,35529,54.8385047,-4.9130821,107.6,157.6356,11
7708,31329.2,54.8384873,-4.9130735,107.6,158.416,11
7709,31329.2,54.8384702,-4.9130652,107.6,159.2175,11
7710,31329.4,54.8384524,-4.9130575,107.6,160.0779,11
7711,31329.4,54.8384351,-4.9130501,107.6,160.9014,11
7712,31329.6,54.8384174,-4.9130432,107.8,161.6074,11
7713,31329.6,54.8383999,-4.9130365,107.8,162.2987,11
7714,31329.8,54.8383821,-4.9130304,107.9,163.0512,11
7715,31329.8,54.8383644,-4.9130244,107.9,163.824,11
7716,35530,54.8383464,-4.9130188,108.1,164.506,11
7717,35530,54.8383285,-4.9130136,108.1,165.1304,11
7718,31330.2,54.8383104,-4.9130089,108.3,165.768,11
7719,31330.2,54.8382925,-4.9130045,108.3,166.3914,11
7720,31330.4,54.838274,-4.9130004,108.6,166.9812,11
7721,31330.4,54.8382559,-4.9129967,108.6,167.6582,11
7722,31330.6,54.8382375,-4.9129936,108.7,168.3464,11
7723,31330.6,54.8382193,-4.9129903,108.7,169.185,11
7724,31330.8,54.8382009,-4.9129876,108.9,170.0781,11
7725,31330.8,54.8381826,-4.9129851,108.9,170.8617,11
7726,35531,54.8381642,-4.9129826,108.9,171.4312,11
7727,35531,54.8381457,-4.9129808,108.9,171.7249,11
7728,31331.2,54.838127,-4.9129797,109,171.9021,11
7729,31331.2,54.8381083,-4.9129787,109,172.1699,11
7730,31331.4,54.8380894,-4.9129782,109,172.4061,11
7731,31331.4,54.8380707,-4.9129777,109,172.6842,11
7732,31331.6,54.8380519,-4.9129781,109.1,172.9028,11
7733,31331.6,54.838033,-4.9129782,109.1,173.2245,11
7734,31331.8,54.838014,-4.9129793,109,173.7007,11
7735,31331.8,54.8379949,-4.9129801,109,174.345,11
7736,35532,54.8379758,-4.9129815,108.9,175.0181,11
7737,35532,54.8379567,-4.912983,108.9,175.6765,11
7738,31332.2,54.8379375,-4.9129849,108.8,176.2135,11
7739,31332.2,54.8379181,-4.9129871,108.8,176.5961,11
7740,31332.4,54.8378988,-4.9129901,108.7,176.9874,11
7741,31332.4,54.8378794,-4.9129931,108.7,177.3645,11
7742,31332.6,54.83786,-4.9129968,108.6,177.7422,11
7743,31332.6,54.8378405,-4.9130004,108.6,178.1773,11
7744,31332.8,54.8378209,-4.9130049,108.5,178.8224,11
7745,31332.8,54.8378014,-4.913009,108.5,179.6171,11
7746,35533,54.8377819,-4.9130136,108.4,180.303,11
7747,35533,54.8377624,-4.9130184,108.4,180.9812,11
7748,31333.2,54.8377429,-4.9130234,108.3,181.4535,11
7749,31333.2,54.8377233,-4.9130289,108.3,181.9724,11
7750,31333.4,54.8377037,-4.9130353,108.2,182.5498,11
7751,31333.4,54.8376841,-4.9130418,108.2,183.1227,11
7752,31333.6,54.8376644,-4.9130486,108.1,183.6969,11
7753,31333.6,54.8376448,-4.9130559,108.1,184.2787,11
7754,31333.8,54.8376251,-4.9130636,108,184.9296,11
7755,31333.8,54.8376055,-4.9130714,108,185.6579,11
7756,35534,54.8375858,-4.9130804,107.9,186.3983,11
7757,35534,54.8375663,-4.9130891,107.9,187.0914,11
7758,31334.2,54.8375466,-4.9130992,107.9,187.7505,11
7759,31334.2,54.8375271,-4.9131087,107.9,188.44,11
7760,31334.4,54.8375076,-4.9131194,107.9,189.2077,11
7761,31334.4,54.8374881,-4.9131297,107.9,189.994,11
7762,31334.6,54.8374688,-4.913141,107.9,190.7634,11
7763,31334.6,54.8374493,-4.9131521,107.9,191.5975,11
7764,31334.8,54.83743,-4.9131641,107.9,192.5264,11
7765,31334.8,54.8374106,-4.9131761,107.9,193.3458,11
7766,35535,54.8373915,-4.9131888,107.9,194.0107,11
7767,35535,54.8373722,-4.9132016,107.9,194.6901,11
7768,31335.2,54.8373531,-4.9132154,108,195.4159,11
7769,31335.2,54.8373339,-4.913229,108,196.2308,11
7770,31335.4,54.837315,-4.9132431,108,197.0774,11
7771,31335.4,54.8372959,-4.9132577,108,197.9223,11
7772,31335.6,54.837277,-4.9132729,108,198.7014,11
7773,31335.6,54.837258,-4.9132883,108,199.6121,11
7774,31335.8,54.8372393,-4.9133045,108,200.6875,11
7775,31335.8,54.8372203,-4.9133206,108,201.6536,11
7776,35536,54.8372018,-4.9133371,108.1,202.5071,11
7777,35536,54.837183,-4.9133543,108.1,203.2807,11
7778,31336.2,54.8371645,-4.9133719,108.1,203.9289,11
7779,31336.2,54.8371459,-4.91339,108.1,204.5745,11
7780,31336.4,54.8371275,-4.9134087,108.1,205.2096,11
7781,31336.4,54.837109,-4.9134279,108.1,205.7503,11
7782,31336.6,54.8370906,-4.9134478,108.1,206.2592,11
7783,31336.6,54.8370721,-4.9134678,108.1,206.6845,11
7784,31336.8,54.837054,-4.9134889,108.2,207.1923,11
7785,31336.8,54.8370358,-4.9135097,108.2,207.7357,11
7786,35537,54.8370177,-4.9135315,108.2,208.4179,11
7787,35537,54.8369996,-4.9135532,108.2,209.2144,11
7788,31337.2,54.8369815,-4.9135758,108.2,209.9224,11
7789,31337.2,54.8369634,-4.9135983,108.2,210.602,11
7790,31337.4,54.8369457,-4.9136218,108.2,211.3041,11
7791,31337.4,54.8369277,-4.9136452,108.2,212.0514,11
7792,31337.6,54.8369101,-4.9136694,108.2,212.7992,11
7793,31337.6,54.8368923,-4.9136936,108.2,213.6628,11
7794,31337.8,54.8368746,-4.9137185,108.3,214.6475,11
7795,31337.8,54.8368571,-4.9137436,108.3,215.7009,11
7796,35538,54.8368396,-4.9137694,108.4,216.7423,11
7797,35538,54.8368223,-4.9137952,108.4,217.9546,11
7798,31338.2,54.836805,-4.9138218,108.4,219.137,11
7799,31338.2,54.8367881,-4.9138485,108.4,220.2538,11
7800,31338.4,54.8367711,-4.9138755,108.5,221.2231,11
7801,31338.4,54.8367545,-4.9139033,108.5,221.9131,11
7802,31338.6,54.8367381,-4.9139319,108.7,222.335,11
7803,31338.6,54.8367218,-4.9139604,108.7,222.8457,11
7804,31338.8,54.8367058,-4.9139899,108.8,223.3693,11
7805,31338.8,54.8366897,-4.9140193,108.8,224.0209,11
7806,35539,54.836674,-4.9140489,108.8,224.6915,11
7807,35539,54.8366582,-4.9140791,108.8,225.3818,11
7808,31339.2,54.8366427,-4.9141101,108.9,226.0818,11
7809,31339.2,54.8366272,-4.9141411,108.9,226.9259,11
7810,31339.4,54.836612,-4.9141732,108.9,227.7828,11
7811,31339.4,54.8365968,-4.9142049,108.9,228.7025,11
7812,31339.6,54.8365819,-4.9142377,109,229.5985,11
7813,31339.6,54.8365671,-4.9142702,109,230.6079,11
7814,31339.8,54.8365525,-4.914303,109.2,231.7332,11
7815,31339.8,54.8365381,-4.9143364,109.2,232.8804,11
7816,35540,54.836524,-4.9143701,109.3,233.8998,11
7817,35540,54.8365102,-4.9144043,109.3,235.0874,11
7818,31340.2,54.8364966,-4.9144392,109.3,236.2047,11
7819,31340.2,54.8364833,-4.9144744,109.3,237.2189,11
7820,31340.4,54.8364703,-4.9145105,109.5,238.0255,11
7821,31340.4,54.8364577,-4.9145465,109.5,238.6845,11
7822,31340.6,54.8364453,-4.9145834,109.5,239.1886,11
7823,31340.6,54.836433,-4.9146202,109.5,239.6435,11
7824,31340.8,54.8364214,-4.9146579,109.6,240.0867,11
7825,31340.8,54.8364095,-4.9146954,109.6,240.4724,11
7826,35541,54.8363985,-4.9147339,109.6,240.9695,11
7827,35541,54.8363871,-4.914772,109.6,241.5951,11
7828,31341.2,54.8363764,-4.9148113,109.6,242.324,11
7829,31341.2,54.8363655,-4.91485,109.6,243.2201,11
7830,31341.4,54.8363553,-4.9148897,109.4,244.2117,11
7831,31341.4,54.8363448,-4.9149291,109.4,245.2312,11
7832,31341.6,54.836335,-4.9149689,109.3,246.2197,11
7833,31341.6,54.8363251,-4.9150088,109.3,247.3172,11
7834,31341.8,54.8363158,-4.9150498,109.2,248.6816,11
7835,31341.8,54.8363065,-4.9150905,109.2,250.1286,11
7836,35542,54.8362978,-4.9151319,109,251.4366,11
7837,35542,54.8362894,-4.9151732,109,252.672,11
7838,31342.2,54.8362812,-4.9152152,108.9,253.8654,11
7839,31342.2,54.8362736,-4.9152571,108.9,254.9811,11
7840,31342.4,54.8362662,-4.9153003,108.8,256.0372,11
7841,31342.4,54.8362593,-4.9153427,108.8,256.8632,11
7842,31342.6,54.8362534,-4.9153866,108.8,257.3741,11
7843,31342.6,54.8362472,-4.9154293,108.8,258.1398,11
7844,31342.8,54.8362424,-4.9154735,108.9,259.1535,11
7845,31342.8,54.8362369,-4.9155166,108.9,260.1071,11
7846,35543,54.8362326,-4.915561,108.9,261.1288,11
7847,35543,54.8362278,-4.9156043,108.9,262.4323,11
7848,31343.2,54.8362246,-4.9156489,109.1,263.8096,11
7849,31343.2,54.8362205,-4.9156925,109.1,265.1352,11
7850,31343.4,54.8362178,-4.9157371,109.3,266.594,11
7851,31343.4,54.8362146,-4.9157809,109.3,268.0863,11
7852,31343.6,54.8362126,-4.9158257,109.4,269.6089,11
7853,31343.6,54.8362104,-4.9158696,109.4,271.0181,11
7854,31343.8,54.8362094,-4.9159143,109.4,272.2963,11
7855,31343.8,54.8362082,-4.9159584,109.4,273.5157,11
7856,35544,54.8362083,-4.9160031,109.5,274.4978,11
7857,35544,54.836208,-4.9160472,109.5,275.4065,11
7858,31344.2,54.8362093,-4.9160918,109.6,276.3012,11
7859,31344.2,54.8362097,-4.916136,109.6,277.2354,11
7860,31344.4,54.8362119,-4.91618,109.6,278.252,11
7861,31344.4,54.8362131,-4.9162242,109.6,279.2501,11
7862,31344.6,54.8362159,-4.9162683,109.5,280.2309,11
7863,31344.6,54.8362178,-4.9163124,109.5,281.2173,11
7864,31344.8,54.8362213,-4.9163562,109.3,282.1897,11
7865,31344.8,54.8362239,-4.9164003,109.3,283.2249,11
7866,35545,54.836228,-4.9164438,109.1,284.2761,11
7867,35545,54.8362313,-4.9164878,109.1,285.2979,11
7868,31345.2,54.8362361,-4.9165312,108.9,286.4828,11
7869,31345.2,54.8362403,-4.9165751,108.9,287.6082,11
7870,31345.4,54.8362458,-4.9166182,108.7,288.8286,11
7871,31345.4,54.8362506,-4.9166618,108.7,290.2192,11
7872,31345.6,54.8362566,-4.9167047,108.4,291.5518,11
7873,31345.6,54.8362623,-4.9167482,108.4,292.8012,11
7874,31345.8,54.8362691,-4.9167907,108.2,294.0044,11
7875,31345.8,54.8362755,-4.9168337,108.2,295.0688,11
7876,35546,54.8362831,-4.9168757,107.9,295.9778,11
7877,35546,54.8362904,-4.9169183,107.9,296.8074,11
7878,31346.2,54.8362989,-4.9169597,107.8,297.6231,11
7879,31346.2,54.8363069,-4.9170019,107.8,298.6189,11
7880,31346.4,54.8363163,-4.9170426,107.7,299.5314,11
7881,31346.4,54.8363249,-4.9170844,107.7,300.4784,11
7882,31346.6,54.8363346,-4.9171248,107.6,301.426,11
7883,31346.6,54.8363439,-4.9171662,107.6,302.5078,11
7884,31346.8,54.8363543,-4.9172061,107.4,303.4867,11
7885,31346.8,54.8363643,-4.917247,107.4,304.4734,11
7886,35547,54.8363753,-4.9172864,107.3,305.5459,11
7887,35547,54.8363858,-4.9173269,107.3,306.6137,11
7888,31347.2,54.8363973,-4.9173657,107.2,307.7675,11
7889,31347.2,54.8364085,-4.9174056,107.2,308.9362,11
7890,31347.4,54.8364205,-4.9174438,107.1,310.1229,11
7891,31347.4,54.8364324,-4.917483,107.1,311.1088,11
7892,31347.6,54.8364449,-4.9175207,107.1,311.8586,11
7893,31347.6,54.8364575,-4.9175592,107.1,312.3943,11
7894,31347.8,54.8364708,-4.9175959,107.1,312.8511,11
7895,31347.8,54.8364839,-4.9176339,107.1,313.3852,11
7896,35548,54.8364977,-4.91767,107.1,314.0783,11
7897,35548,54.8365114,-4.9177073,107.1,314.4737,11
7898,31348.2,54.8365257,-4.9177426,107.2,314.843,11
7899,31348.2,54.8365399,-4.9177791,107.2,315.3675,11
7900,31348.4,54.8365548,-4.9178137,107.3,316.0071,11
7901,31348.4,54.8365694,-4.9178496,107.3,316.6745,11
7902,31348.6,54.8365846,-4.9178834,107.3,317.4262,11
7903,31348.6,54.8365996,-4.9179188,107.3,318.4625,11
7904,31348.8,54.836615,-4.9179519,107.4,319.5755,11
7905,31348.8,54.8366304,-4.9179865,107.4,320.6954,11
7906,35549,54.8366462,-4.9180195,107.4,321.7273,11
7907,35549,54.836662,-4.9180532,107.4,322.718,11
7908,31349.2,54.8366782,-4.9180852,107.3,323.6837,11
7909,31349.2,54.8366945,-4.9181181,107.3,324.5872,11
7910,31349.4,54.8367112,-4.9181493,107.3,325.5571,11
7911,31349.4,54.8367281,-4.9181814,107.3,326.4606,11
7912,31349.6,54.8367451,-4.9182117,107.3,327.238,11
7913,31349.6,54.8367623,-4.9182428,107.3,327.9677,11
7914,31349.8,54.8367799,-4.9182722,107.3,328.7057,11
7915,31349.8,54.8367975,-4.9183024,107.3,329.4538,11
7916,35550,54.8368153,-4.9183308,107.3,330.2208,11
7917,35550,54.8368333,-4.9183601,107.3,330.9897,11
7918,31350.2,54.8368514,-4.9183876,107.3,331.8401,11
7919,31350.2,54.8368698,-4.9184159,107.3,332.7631,11
7920,31350.4,54.8368882,-4.9184424,107.3,333.6245,11
